trial_id,family_id,variant_name,variant_order_source,slot_A_profile,slot_B_profile,source_origin,source_split,source_trial_id,source_config_id,source_labelA,P_E,P_A,P_S,P_D,Q_E,Q_A,Q_S,Q_D,order_id_A,order_A,order_id_B,order_B,source_order_id_A,source_order_A,source_order_id_B,source_order_B,source_paraphrase_id,paraphrase_id,seed,variant_delta_E,variant_delta_A,variant_delta_S,variant_delta_D,source_delta_E,source_delta_A,source_delta_S,source_delta_D,delta_base_E,delta_base_A,delta_base_S,delta_base_D,labelA
train_0337__p_at_oa_vs_q_at_oa,train_0337,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01031,B3-0412,A,Low,High,Medium,High,Medium,High,High,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,4016703996,-1,0,-1,1,-1,0,-1,1,-1,0,-1,1,A
train_0337__q_at_oa_vs_p_at_oa,train_0337,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01031,B3-0412,A,Low,High,Medium,High,Medium,High,High,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,4016703996,1,0,1,-1,-1,0,-1,1,1,0,1,-1,B
train_0337__p_at_ob_vs_q_at_ob,train_0337,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01031,B3-0412,A,Low,High,Medium,High,Medium,High,High,Medium,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,4016703996,-1,0,-1,1,-1,0,-1,1,-1,0,-1,1,A
train_0337__q_at_ob_vs_p_at_ob,train_0337,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01031,B3-0412,A,Low,High,Medium,High,Medium,High,High,Medium,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,4016703996,1,0,1,-1,-1,0,-1,1,1,0,1,-1,B
train_0338__p_at_oa_vs_q_at_oa,train_0338,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01032,B3-0412,B,Low,High,Medium,High,Medium,High,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,0,0,3017408171,-1,0,-1,1,1,0,1,-1,-1,0,-1,1,A
train_0338__q_at_oa_vs_p_at_oa,train_0338,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01032,B3-0412,B,Low,High,Medium,High,Medium,High,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,0,0,3017408171,1,0,1,-1,1,0,1,-1,1,0,1,-1,B
train_0338__p_at_ob_vs_q_at_ob,train_0338,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01032,B3-0412,B,Low,High,Medium,High,Medium,High,High,Medium,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,0,0,3017408171,-1,0,-1,1,1,0,1,-1,-1,0,-1,1,A
train_0338__q_at_ob_vs_p_at_ob,train_0338,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01032,B3-0412,B,Low,High,Medium,High,Medium,High,High,Medium,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,0,0,3017408171,1,0,1,-1,1,0,1,-1,1,0,1,-1,B
train_0339__p_at_oa_vs_q_at_oa,train_0339,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01035,B3-0414,A,Low,High,Medium,Medium,High,Medium,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,1,0,4146206106,-2,1,0,0,-2,1,0,0,-2,1,0,0,A
train_0339__q_at_oa_vs_p_at_oa,train_0339,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01035,B3-0414,A,Low,High,Medium,Medium,High,Medium,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,1,0,4146206106,2,-1,0,0,-2,1,0,0,2,-1,0,0,B
train_0339__p_at_ob_vs_q_at_ob,train_0339,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01035,B3-0414,A,Low,High,Medium,Medium,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,1,0,4146206106,-2,1,0,0,-2,1,0,0,-2,1,0,0,A
train_0339__q_at_ob_vs_p_at_ob,train_0339,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01035,B3-0414,A,Low,High,Medium,Medium,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,1,0,4146206106,2,-1,0,0,-2,1,0,0,2,-1,0,0,B
train_0340__p_at_oa_vs_q_at_oa,train_0340,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01036,B3-0414,B,Low,High,Medium,Medium,High,Medium,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2553568742,-2,1,0,0,2,-1,0,0,-2,1,0,0,A
train_0340__q_at_oa_vs_p_at_oa,train_0340,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01036,B3-0414,B,Low,High,Medium,Medium,High,Medium,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2553568742,2,-1,0,0,2,-1,0,0,2,-1,0,0,B
train_0340__p_at_ob_vs_q_at_ob,train_0340,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01036,B3-0414,B,Low,High,Medium,Medium,High,Medium,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2553568742,-2,1,0,0,2,-1,0,0,-2,1,0,0,A
train_0340__q_at_ob_vs_p_at_ob,train_0340,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01036,B3-0414,B,Low,High,Medium,Medium,High,Medium,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2553568742,2,-1,0,0,2,-1,0,0,2,-1,0,0,B
train_0341__p_at_oa_vs_q_at_oa,train_0341,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01039,B3-0416,A,Low,High,Medium,Low,High,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,0,1166647084,-2,2,0,-2,-2,2,0,-2,-2,2,0,-2,A
train_0341__q_at_oa_vs_p_at_oa,train_0341,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01039,B3-0416,A,Low,High,Medium,Low,High,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,0,1166647084,2,-2,0,2,-2,2,0,-2,2,-2,0,2,B
train_0341__p_at_ob_vs_q_at_ob,train_0341,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01039,B3-0416,A,Low,High,Medium,Low,High,Low,Medium,High,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,2,0,1166647084,-2,2,0,-2,-2,2,0,-2,-2,2,0,-2,A
train_0341__q_at_ob_vs_p_at_ob,train_0341,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01039,B3-0416,A,Low,High,Medium,Low,High,Low,Medium,High,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,2,0,1166647084,2,-2,0,2,-2,2,0,-2,2,-2,0,2,B
train_0342__p_at_oa_vs_q_at_oa,train_0342,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01040,B3-0416,B,Low,High,Medium,Low,High,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,2,0,3946429860,-2,2,0,-2,2,-2,0,2,-2,2,0,-2,A
train_0342__q_at_oa_vs_p_at_oa,train_0342,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01040,B3-0416,B,Low,High,Medium,Low,High,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,2,0,3946429860,2,-2,0,2,2,-2,0,2,2,-2,0,2,B
train_0342__p_at_ob_vs_q_at_ob,train_0342,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01040,B3-0416,B,Low,High,Medium,Low,High,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,2,0,3946429860,-2,2,0,-2,2,-2,0,2,-2,2,0,-2,A
train_0342__q_at_ob_vs_p_at_ob,train_0342,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01040,B3-0416,B,Low,High,Medium,Low,High,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,2,0,3946429860,2,-2,0,2,2,-2,0,2,2,-2,0,2,B
train_0343__p_at_oa_vs_q_at_oa,train_0343,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01041,B3-0417,A,Low,Medium,High,Medium,Low,High,Medium,High,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,4032914546,0,-1,1,-1,0,-1,1,-1,0,-1,1,-1,A
train_0343__q_at_oa_vs_p_at_oa,train_0343,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01041,B3-0417,A,Low,Medium,High,Medium,Low,High,Medium,High,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,4032914546,0,1,-1,1,0,-1,1,-1,0,1,-1,1,B
train_0343__p_at_ob_vs_q_at_ob,train_0343,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01041,B3-0417,A,Low,Medium,High,Medium,Low,High,Medium,High,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,4032914546,0,-1,1,-1,0,-1,1,-1,0,-1,1,-1,A
train_0343__q_at_ob_vs_p_at_ob,train_0343,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01041,B3-0417,A,Low,Medium,High,Medium,Low,High,Medium,High,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,4032914546,0,1,-1,1,0,-1,1,-1,0,1,-1,1,B
train_0344__p_at_oa_vs_q_at_oa,train_0344,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01043,B3-0418,A,Low,Medium,High,High,High,High,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,2,0,4177153779,-2,-1,1,1,-2,-1,1,1,-2,-1,1,1,A
train_0344__q_at_oa_vs_p_at_oa,train_0344,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01043,B3-0418,A,Low,Medium,High,High,High,High,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,2,0,4177153779,2,1,-1,-1,-2,-1,1,1,2,1,-1,-1,B
train_0344__p_at_ob_vs_q_at_ob,train_0344,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01043,B3-0418,A,Low,Medium,High,High,High,High,Medium,Medium,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,2,0,4177153779,-2,-1,1,1,-2,-1,1,1,-2,-1,1,1,A
train_0344__q_at_ob_vs_p_at_ob,train_0344,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01043,B3-0418,A,Low,Medium,High,High,High,High,Medium,Medium,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,2,0,4177153779,2,1,-1,-1,-2,-1,1,1,2,1,-1,-1,B
train_0345__p_at_oa_vs_q_at_oa,train_0345,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01049,B3-0421,A,Medium,Medium,Medium,Low,High,Medium,Low,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,2,0,2379964216,-1,0,1,-1,-1,0,1,-1,-1,0,1,-1,A
train_0345__q_at_oa_vs_p_at_oa,train_0345,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01049,B3-0421,A,Medium,Medium,Medium,Low,High,Medium,Low,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,2,0,2379964216,1,0,-1,1,-1,0,1,-1,1,0,-1,1,B
train_0345__p_at_ob_vs_q_at_ob,train_0345,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01049,B3-0421,A,Medium,Medium,Medium,Low,High,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,0,E>S>D>A,2,0,2379964216,-1,0,1,-1,-1,0,1,-1,-1,0,1,-1,A
train_0345__q_at_ob_vs_p_at_ob,train_0345,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01049,B3-0421,A,Medium,Medium,Medium,Low,High,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,0,E>S>D>A,2,0,2379964216,1,0,-1,1,-1,0,1,-1,1,0,-1,1,B
train_0346__p_at_oa_vs_q_at_oa,train_0346,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01050,B3-0421,B,Medium,Medium,Medium,Low,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,2993844062,-1,0,1,-1,1,0,-1,1,-1,0,1,-1,A
train_0346__q_at_oa_vs_p_at_oa,train_0346,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01050,B3-0421,B,Medium,Medium,Medium,Low,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,2993844062,1,0,-1,1,1,0,-1,1,1,0,-1,1,B
train_0346__p_at_ob_vs_q_at_ob,train_0346,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01050,B3-0421,B,Medium,Medium,Medium,Low,High,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,2993844062,-1,0,1,-1,1,0,-1,1,-1,0,1,-1,A
train_0346__q_at_ob_vs_p_at_ob,train_0346,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01050,B3-0421,B,Medium,Medium,Medium,Low,High,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,2993844062,1,0,-1,1,1,0,-1,1,1,0,-1,1,B
train_0347__p_at_oa_vs_q_at_oa,train_0347,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01052,B3-0422,B,Low,High,Low,High,High,Low,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,1471902275,-2,2,0,2,2,-2,0,-2,-2,2,0,2,A
train_0347__q_at_oa_vs_p_at_oa,train_0347,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01052,B3-0422,B,Low,High,Low,High,High,Low,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,1471902275,2,-2,0,-2,2,-2,0,-2,2,-2,0,-2,B
train_0347__p_at_ob_vs_q_at_ob,train_0347,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01052,B3-0422,B,Low,High,Low,High,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,1471902275,-2,2,0,2,2,-2,0,-2,-2,2,0,2,A
train_0347__q_at_ob_vs_p_at_ob,train_0347,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01052,B3-0422,B,Low,High,Low,High,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,1471902275,2,-2,0,-2,2,-2,0,-2,2,-2,0,-2,B
train_0348__p_at_oa_vs_q_at_oa,train_0348,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01054,B3-0423,B,Low,Medium,High,High,Medium,Medium,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,0,0,54097640,-1,0,0,1,1,0,0,-1,-1,0,0,1,A
train_0348__q_at_oa_vs_p_at_oa,train_0348,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01054,B3-0423,B,Low,Medium,High,High,Medium,Medium,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,0,0,54097640,1,0,0,-1,1,0,0,-1,1,0,0,-1,B
train_0348__p_at_ob_vs_q_at_ob,train_0348,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01054,B3-0423,B,Low,Medium,High,High,Medium,Medium,High,Medium,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,0,E>S>D>A,0,0,54097640,-1,0,0,1,1,0,0,-1,-1,0,0,1,A
train_0348__q_at_ob_vs_p_at_ob,train_0348,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01054,B3-0423,B,Low,Medium,High,High,Medium,Medium,High,Medium,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,0,E>S>D>A,0,0,54097640,1,0,0,-1,1,0,0,-1,1,0,0,-1,B
train_0349__p_at_oa_vs_q_at_oa,train_0349,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01057,B3-0425,A,Low,Low,High,Medium,Medium,Low,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,0,0,707997611,-1,0,0,1,-1,0,0,1,-1,0,0,1,A
train_0349__q_at_oa_vs_p_at_oa,train_0349,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01057,B3-0425,A,Low,Low,High,Medium,Medium,Low,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,0,0,707997611,1,0,0,-1,-1,0,0,1,1,0,0,-1,B
train_0349__p_at_ob_vs_q_at_ob,train_0349,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01057,B3-0425,A,Low,Low,High,Medium,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,0,0,707997611,-1,0,0,1,-1,0,0,1,-1,0,0,1,A
train_0349__q_at_ob_vs_p_at_ob,train_0349,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01057,B3-0425,A,Low,Low,High,Medium,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,0,0,707997611,1,0,0,-1,-1,0,0,1,1,0,0,-1,B
train_0350__p_at_oa_vs_q_at_oa,train_0350,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01058,B3-0425,B,Low,Low,High,Medium,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,3582603372,-1,0,0,1,1,0,0,-1,-1,0,0,1,A
train_0350__q_at_oa_vs_p_at_oa,train_0350,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01058,B3-0425,B,Low,Low,High,Medium,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,3582603372,1,0,0,-1,1,0,0,-1,1,0,0,-1,B
train_0350__p_at_ob_vs_q_at_ob,train_0350,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01058,B3-0425,B,Low,Low,High,Medium,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,3582603372,-1,0,0,1,1,0,0,-1,-1,0,0,1,A
train_0350__q_at_ob_vs_p_at_ob,train_0350,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01058,B3-0425,B,Low,Low,High,Medium,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,3582603372,1,0,0,-1,1,0,0,-1,1,0,0,-1,B
train_0351__p_at_oa_vs_q_at_oa,train_0351,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01062,B3-0427,B,Medium,High,Medium,Low,High,Medium,Medium,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,0,1325604740,-1,1,0,0,1,-1,0,0,-1,1,0,0,A
train_0351__q_at_oa_vs_p_at_oa,train_0351,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01062,B3-0427,B,Medium,High,Medium,Low,High,Medium,Medium,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,0,1325604740,1,-1,0,0,1,-1,0,0,1,-1,0,0,B
train_0351__p_at_ob_vs_q_at_ob,train_0351,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01062,B3-0427,B,Medium,High,Medium,Low,High,Medium,Medium,Low,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,2,0,1325604740,-1,1,0,0,1,-1,0,0,-1,1,0,0,A
train_0351__q_at_ob_vs_p_at_ob,train_0351,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01062,B3-0427,B,Medium,High,Medium,Low,High,Medium,Medium,Low,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,2,0,1325604740,1,-1,0,0,1,-1,0,0,1,-1,0,0,B
train_0352__p_at_oa_vs_q_at_oa,train_0352,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01065,B3-0429,A,Low,High,High,Low,Medium,Medium,Medium,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,0,0,2441035703,-1,1,1,0,-1,1,1,0,-1,1,1,0,A
train_0352__q_at_oa_vs_p_at_oa,train_0352,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01065,B3-0429,A,Low,High,High,Low,Medium,Medium,Medium,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,0,0,2441035703,1,-1,-1,0,-1,1,1,0,1,-1,-1,0,B
train_0352__p_at_ob_vs_q_at_ob,train_0352,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01065,B3-0429,A,Low,High,High,Low,Medium,Medium,Medium,Low,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,0,0,2441035703,-1,1,1,0,-1,1,1,0,-1,1,1,0,A
train_0352__q_at_ob_vs_p_at_ob,train_0352,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01065,B3-0429,A,Low,High,High,Low,Medium,Medium,Medium,Low,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,0,0,2441035703,1,-1,-1,0,-1,1,1,0,1,-1,-1,0,B
train_0353__p_at_oa_vs_q_at_oa,train_0353,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01068,B3-0430,B,Low,High,Medium,Low,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,1841365566,-2,2,1,0,2,-2,-1,0,-2,2,1,0,A
train_0353__q_at_oa_vs_p_at_oa,train_0353,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01068,B3-0430,B,Low,High,Medium,Low,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,1841365566,2,-2,-1,0,2,-2,-1,0,2,-2,-1,0,B
train_0353__p_at_ob_vs_q_at_ob,train_0353,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01068,B3-0430,B,Low,High,Medium,Low,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,1841365566,-2,2,1,0,2,-2,-1,0,-2,2,1,0,A
train_0353__q_at_ob_vs_p_at_ob,train_0353,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01068,B3-0430,B,Low,High,Medium,Low,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,1841365566,2,-2,-1,0,2,-2,-1,0,2,-2,-1,0,B
train_0354__p_at_oa_vs_q_at_oa,train_0354,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01069,B3-0431,A,Low,Medium,Medium,High,High,Low,Medium,High,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,0,794478356,-2,1,0,0,-2,1,0,0,-2,1,0,0,A
train_0354__q_at_oa_vs_p_at_oa,train_0354,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01069,B3-0431,A,Low,Medium,Medium,High,High,Low,Medium,High,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,0,794478356,2,-1,0,0,-2,1,0,0,2,-1,0,0,B
train_0354__p_at_ob_vs_q_at_ob,train_0354,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01069,B3-0431,A,Low,Medium,Medium,High,High,Low,Medium,High,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,1,0,794478356,-2,1,0,0,-2,1,0,0,-2,1,0,0,A
train_0354__q_at_ob_vs_p_at_ob,train_0354,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01069,B3-0431,A,Low,Medium,Medium,High,High,Low,Medium,High,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,1,0,794478356,2,-1,0,0,-2,1,0,0,2,-1,0,0,B
train_0355__p_at_oa_vs_q_at_oa,train_0355,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01072,B3-0432,B,Medium,High,Medium,High,High,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,2211329589,-1,1,0,1,1,-1,0,-1,-1,1,0,1,A
train_0355__q_at_oa_vs_p_at_oa,train_0355,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01072,B3-0432,B,Medium,High,Medium,High,High,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,2211329589,1,-1,0,-1,1,-1,0,-1,1,-1,0,-1,B
train_0355__p_at_ob_vs_q_at_ob,train_0355,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-01072,B3-0432,B,Medium,High,Medium,High,High,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,2211329589,-1,1,0,1,1,-1,0,-1,-1,1,0,1,A
train_0355__q_at_ob_vs_p_at_ob,train_0355,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-01072,B3-0432,B,Medium,High,Medium,High,High,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,2211329589,1,-1,0,-1,1,-1,0,-1,1,-1,0,-1,B
train_0356__p_at_oa_vs_q_at_oa,train_0356,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-01077,B3-0435,A,Low,Medium,Low,High,Medium,Low,High,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,0,566227023,-1,1,-2,2,-1,1,-2,2,-1,1,-2,2,A
train_0356__q_at_oa_vs_p_at_oa,train_0356,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-01077,B3-0435,A,Low,Medium,Low,High,Medium,Low,High,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,0,566227023,1,-1,2,-2,-1,1,-2,2,1,-1,2,-2,B
